,,,,,,,
Year,NMFS Name,Pounds,Metric Tons,Dollars,Deflated Dollars,Confidentiality,Collection
1978,SPOT,"1,200",1,290,"1,062",Public,Commercial
1978,"SQUIDS, LOLIGINIDAE **","906,700",411,"468,170","1,714,908",Public,Commercial
1978,STURGEONS **,"14,300",6,"5,602","20,520",Public,Commercial
1978,SUCKERS **,"18,404",8,687,"2,516",Public,Commercial
1978,SUNFISHES **,"9,846",4,"2,741","10,040",Public,Commercial
1978,SWORDFISH,"59,900",27,"103,256","378,227",Public,Commercial
1978,TAUTOG,"69,900",32,"15,833","57,996",Public,Commercial
1978,"TILEFISH, GOLDEN","2,137,200",969,"1,107,859","4,058,092",Public,Commercial
1978,"TROUT, BROWN",89,0,,,Public,Commercial
1978,"TROUT, LAKE",122,0,,,Public,Commercial
1978,"TROUT, RAINBOW",22,0,,,Public,Commercial
1978,"TUNA, BLUEFIN","17,800",8,"11,278","41,311",Public,Commercial
1978,"TUNA, LITTLE TUNNY","34,200",16,"8,640","31,648",Public,Commercial
1978,"VERTEBRATES, JAWED",1,0,,,Public,Commercial
1978,WALLEYE,"59,010",27,"39,663","145,286",Public,Commercial
1978,WEAKFISH,"1,650,000",748,"628,139","2,300,875",Public,Commercial
1978,"WHITEFISH, LAKE",7,0,,,Public,Commercial
1979,ALEWIFE,"1,000",0,95,322,Public,Commercial
1979,"BASS, BLACK SEA","123,300",56,"120,247","407,617",Public,Commercial
1979,"BASS, ROCK","5,274",2,"1,273","4,315",Public,Commercial
1979,"BASS, STRIPED","569,800",258,"895,050","3,034,068",Public,Commercial
1979,"BASS, WHITE","10,303",5,"2,725","9,237",Public,Commercial
1979,BLUEFISH,"1,611,400",731,"406,555","1,378,153",Public,Commercial
1979,"BONITO, ATLANTIC","92,900",42,"27,639","93,692",Public,Commercial
1979,BOWFIN,322,0,74,251,Public,Commercial
1979,"BULLHEAD, BROWN","27,810",13,"12,572","42,617",Public,Commercial
1979,"CARP, COMMON","14,298",6,"2,445","8,288",Public,Commercial
1979,"CATFISH, CHANNEL","1,806",1,490,"1,661",Public,Commercial
1979,"CATFISHES-BULLHEADS, OTHER **","8,600",4,"2,861","9,698",Public,Commercial
1979,"CLAM, QUAHOG, OCEAN","43,100",20,"12,981","44,003",Public,Commercial
1979,"CLAM, RAZOR, ATLANTIC","6,400",3,"8,945","30,322",Public,Commercial
1979,"CLAM, SOFT","40,600",18,"63,910","216,644",Public,Commercial
1979,"CLAM, SURF, ATLANTIC","1,550,900",703,"675,672","2,290,414",Public,Commercial
1979,"CLAMS, QUAHOG, MERCENARIA **","5,741,000","2,604","17,606,633","59,683,501",Public,Commercial
1979,"COD, ATLANTIC","480,500",218,"244,267","828,024",Public,Commercial
1979,"CONCHS, TRUE **","81,200",37,"51,617","174,973",Public,Commercial
1979,"CRAB, ATLANTIC ROCK","3,400",2,871,"2,953",Public,Commercial
1979,"CRAB, BLUE","56,600",26,"21,210","71,898",Public,Commercial
1979,"CRAB, JONAH","112,700",51,"16,899","57,285",Public,Commercial
1979,CRAPPIES **,"1,363",1,749,"2,539",Public,Commercial
1979,"CROAKER, ATLANTIC","6,200",3,"3,236","10,969",Public,Commercial
1979,CRUSTACEANS **,900,0,312,"1,058",Public,Commercial
1979,CUSK,200,0,40,136,Public,Commercial
1979,"DRUM, FRESHWATER","28,961",13,"2,453","8,315",Public,Commercial
1979,"EEL, AMERICAN","137,213",62,"161,883","548,756",Public,Commercial
1979,"EEL, CONGER","31,900",14,"6,809","23,081",Public,Commercial
1979,FLATFISHES **,"12,700",6,"2,296","7,783",Public,Commercial
1979,"FLOUNDER, AMERICAN PLAICE","3,700",2,941,"3,190",Public,Commercial
1979,"FLOUNDER, SUMMER","1,426,600",647,"1,161,377","3,936,871",Public,Commercial
1979,"FLOUNDER, WINTER","1,487,000",674,"506,869","1,718,200",Public,Commercial
1979,"FLOUNDER, WITCH","6,700",3,"3,206","10,868",Public,Commercial
1979,"FLOUNDER, YELLOWTAIL","804,300",365,"311,357","1,055,447",Public,Commercial
1979,GOOSEFISH,"195,400",89,"68,329","231,624",Public,Commercial
1979,HADDOCK,"62,900",29,"28,758","97,485",Public,Commercial
1979,"HAKE, RED","1,062,700",482,"178,862","606,312",Public,Commercial
1979,"HAKE, SILVER","6,285,300","2,851","1,166,028","3,952,637",Public,Commercial
1979,"HAKE, WHITE","1,700",1,412,"1,397",Public,Commercial
1979,HARVESTFISHES **,"1,019,900",463,"451,517","1,530,566",Public,Commercial
1979,"HERRING, ATLANTIC","128,700",58,"18,825","63,814",Public,Commercial
1979,KINGFISHES **,"3,000",1,487,"1,651",Public,Commercial
1979,"LANCE, AMERICAN SAND","77,400",35,"20,231","68,580",Public,Commercial
1979,"LOBSTER, AMERICAN","702,100",318,"1,851,609","6,276,641",Public,Commercial
1979,"MACKEREL, ATLANTIC","695,700",316,"249,444","845,573",Public,Commercial
1979,MENHADENS **,"712,500",323,"38,996","132,190",Public,Commercial
1979,"MULLET, STRIPED","14,400",7,"5,108","17,315",Public,Commercial
1979,MUMMICHOG,"1,000",0,"1,500","5,085",Public,Commercial
1979,"MUSSEL, SEA","136,600",62,"72,421","245,495",Public,Commercial
1979,"OYSTER, EASTERN","1,354,900",615,"4,331,125","14,681,780",Public,Commercial
1979,"PERCH, WHITE","54,416",25,"23,417","79,379",Public,Commercial
1979,"PERCH, YELLOW","177,161",80,"127,044","430,658",Public,Commercial
1979,POLLOCK,"18,000",8,"4,861","16,478",Public,Commercial
1979,PORGIES **,"3,135,100","1,422","1,557,847","5,280,837",Public,Commercial
1979,"POUT, OCEAN","2,000",1,200,678,Public,Commercial
1979,"PUFFER, NORTHERN","1,700",1,"2,837","9,617",Public,Commercial
1979,REPTILES,"1,700",1,593,"2,010",Public,Commercial
1979,"SALMON, CHINOOK",25,0,,,Public,Commercial
1979,"SALMON, COHO",312,0,,,Public,Commercial
1979,"SCALLOP, BAY","345,800",157,"1,243,365","4,214,797",Public,Commercial
1979,"SCALLOP, SEA","535,400",243,"1,827,199","6,193,895",Public,Commercial
1979,SEAROBINS **,"36,800",17,"6,531","22,139",Public,Commercial
1979,"SHAD, AMERICAN","438,400",199,"130,668","442,942",Public,Commercial
1979,"SHAD, GIZZARD",100,0,,,Public,Commercial
1979,"SHARKS, CHONDRICHTHYES (CLASS) **","5,900",3,"2,525","8,559",Public,Commercial
1979,"SHARKS, DOGFISH **","213,100",97,"40,771","138,207",Public,Commercial
1979,"SILVERSIDES, ATHERINIDAE (FAMILY) **","36,100",16,"17,522","59,397",Public,Commercial
1979,"SKATES, RAJIDAE (FAMILY) **","226,900",103,"19,437","65,888",Public,Commercial
1979,"SMELT, RAINBOW","11,257",5,"2,288","7,756",Public,Commercial
1979,SPOT,300,0,100,339,Public,Commercial
1979,"SQUID, LONGFIN LOLIGO","1,705,700",774,"713,405","2,418,322",Public,Commercial
1979,"SQUID, SHORTFIN ILLEX","89,100",40,"7,125","24,153",Public,Commercial
1979,STURGEONS **,"18,635",8,"9,552","32,380",Public,Commercial
1979,SUCKERS **,"27,596",13,"2,465","8,356",Public,Commercial
1979,SUNFISHES **,"6,254",3,"2,153","7,298",Public,Commercial
1979,SWORDFISH,"112,300",51,"221,815","751,915",Public,Commercial
1979,TAUTOG,"58,400",26,"10,847","36,769",Public,Commercial
1979,"TERRAPIN, DIAMONDBACK","3,200",1,"6,352","21,532",Public,Commercial
1979,"TILEFISH, GOLDEN","3,010,200","1,365","1,716,715","5,819,373",Public,Commercial
1979,"TOMCOD, ATLANTIC",800,0,165,559,Public,Commercial
1979,"TROUT, BROWN",36,0,,,Public,Commercial
1979,"TROUT, LAKE",263,0,,,Public,Commercial
1979,"TROUT, RAINBOW",16,0,,,Public,Commercial
1979,"TUNA, BLUEFIN","66,200",30,"62,626","212,292",Public,Commercial
1979,"TUNA, LITTLE TUNNY","18,900",9,"16,460","55,797",Public,Commercial
1979,"TUNA, YELLOWFIN","1,700",1,638,"2,163",Public,Commercial
1979,TUNAS **,"1,400",1,754,"2,556",Public,Commercial
1979,"TURTLES, SNAPPING",100,0,24,81,Public,Commercial
1979,WALLEYE,"97,120",44,"73,156","247,986",Public,Commercial
1979,WEAKFISH,"1,511,500",686,"587,950","1,993,051",Public,Commercial
1979,"WHITEFISH, LAKE",14,0,,,Public,Commercial
1979,"WOLFFISH, ATLANTIC","1,600",1,288,976,Public,Commercial
1980,ALEWIFE,900,0,118,366,Public,Commercial
1980,AMBERJACKS **,800,0,239,742,Public,Commercial
1980,"BASS, BLACK SEA","203,500",92,"221,712","688,547",Public,Commercial
1980,"BASS, ROCK","14,021",6,"2,489","7,730",Public,Commercial
1980,"BASS, STRIPED","597,900",271,"974,962","3,027,832",Public,Commercial
1980,"BASS, WHITE","7,345",3,"1,419","4,407",Public,Commercial
1980,BLUEFISH,"1,488,100",675,"418,322","1,299,137",Public,Commercial
1980,"BONITO, ATLANTIC","39,100",18,"18,006","55,919",Public,Commercial
1980,"BULLHEAD, BROWN","34,446",16,"17,644","54,795",Public,Commercial
1980,BURBOT,38,0,,,Public,Commercial
1980,"CARP, COMMON","39,852",18,"9,906","30,764",Public,Commercial
1980,"CATFISH, CHANNEL","3,332",2,670,"2,081",Public,Commercial
1980,"CATFISHES-BULLHEADS, OTHER **","16,900",8,"3,365","10,450",Public,Commercial
1980,"CLAM, QUAHOG, OCEAN",300,0,96,298,Public,Commercial
1980,"CLAM, RAZOR, ATLANTIC","2,400",1,"4,793","14,885",Public,Commercial
1980,"CLAM, SOFT","77,800",35,"146,633","455,382",Public,Commercial
1980,"CLAM, SURF, ATLANTIC","2,117,600",961,"868,290","2,696,553",Public,Commercial
1980,"CLAMS, QUAHOG, MERCENARIA **","4,946,700","2,244","19,768,802","61,393,795",Public,Commercial
1980,"COD, ATLANTIC","488,100",221,"256,845","797,655",Public,Commercial
1980,"CONCHS, TRUE **","121,300",55,"95,474","296,503",Public,Commercial
1980,"CRAB, BLUE","198,400",90,"90,804","282,000",Public,Commercial
1980,"CRAB, JONAH","22,000",10,"4,412","13,702",Public,Commercial
1980,CRAPPIES **,"1,763",1,951,"2,953",Public,Commercial
1980,"CROAKER, ATLANTIC",900,0,418,"1,298",Public,Commercial
1980,CRUSTACEANS **,"5,100",2,"1,983","6,158",Public,Commercial
1980,"DRUM, FRESHWATER","6,416",3,93,289,Public,Commercial
1980,"EEL, AMERICAN","526,715",239,"589,516","1,830,795",Public,Commercial
1980,"EEL, CONGER","42,300",19,"8,314","25,820",Public,Commercial
1980,FLATFISHES **,"11,500",5,"2,160","6,708",Public,Commercial
1980,"FLOUNDER, AMERICAN PLAICE","9,400",4,"2,427","7,537",Public,Commercial
1980,"FLOUNDER, SUMMER","1,245,900",565,"1,193,353","3,706,065",Public,Commercial
1980,"FLOUNDER, WINTER","1,662,900",754,"534,429","1,659,718",Public,Commercial
1980,"FLOUNDER, WITCH","21,800",10,"8,581","26,649",Public,Commercial
1980,"FLOUNDER, YELLOWTAIL","1,804,800",819,"682,623","2,119,947",Public,Commercial
1980,GARFISHES **,249,0,,,Public,Commercial
1980,GOLDFISH,100,0,100,311,Public,Commercial
1980,GOOSEFISH,"328,200",149,"163,878","508,938",Public,Commercial
1980,HADDOCK,"141,400",64,"53,376","165,764",Public,Commercial
1980,"HAKE, RED","823,600",374,"128,036","397,627",Public,Commercial
1980,"HAKE, SILVER","5,221,500","2,368","1,083,131","3,363,761",Public,Commercial
1980,"HAKE, WHITE",500,0,187,581,Public,Commercial
1980,HARVESTFISHES **,"1,133,500",514,"597,178","1,854,590",Public,Commercial
1980,"HERRING, ATLANTIC","229,600",104,"28,003","86,966",Public,Commercial
1980,"HERRING, LAKE OR CISCO",60,0,30,93,Public,Commercial
1980,KINGFISHES **,"15,100",7,"3,083","9,575",Public,Commercial
1980,"LANCE, AMERICAN SAND","89,500",41,"26,318","81,733",Public,Commercial
1980,"LOBSTER, AMERICAN","734,800",333,"1,948,258","6,050,491",Public,Commercial
1980,"MACKEREL, ATLANTIC","719,200",326,"163,233","506,935",Public,Commercial
1980,"MACKEREL, KING AND CERO **",400,0,313,972,Public,Commercial
1980,"MACKEREL, SPANISH",100,0,50,155,Public,Commercial
1980,MENHADENS **,"881,700",400,"47,205","146,599",Public,Commercial
1980,"MULLET, STRIPED","1,000",0,284,882,Public,Commercial
1980,MUMMICHOG,300,0,480,"1,491",Public,Commercial
1980,"MUSSEL, SEA","197,400",90,"111,898","347,509",Public,Commercial
1980,"OYSTER, EASTERN","1,284,000",582,"4,250,014","13,198,801",Public,Commercial
1980,"PERCH, WHITE","75,051",34,"29,849","92,699",Public,Commercial
1980,"PERCH, YELLOW","121,876",55,"59,635","185,202",Public,Commercial
1980,PIKES **,"3,802",2,,,Public,Commercial
1980,POLLOCK,"12,400",6,"3,118","9,683",Public,Commercial
1980,PORGIES **,"2,853,000","1,294","1,581,843","4,912,556",Public,Commercial
1980,"POUT, OCEAN","1,200",1,180,559,Public,Commercial
1980,"PUFFER, NORTHERN",600,0,"1,210","3,758",Public,Commercial
1980,REPTILES,600,0,125,388,Public,Commercial
1980,"SALMON, CHINOOK",4,0,,,Public,Commercial
1980,"SALMON, COHO",50,0,,,Public,Commercial
1980,"SCALLOP, BAY","430,800",195,"1,840,066","5,714,491",Public,Commercial
1980,"SCALLOP, SEA","651,000",295,"2,508,865","7,791,506",Public,Commercial
1980,SEAROBINS **,"20,600",9,"3,314","10,292",Public,Commercial
1980,"SHAD, AMERICAN","1,248,800",566,"292,951","909,786",Public,Commercial
1980,"SHAD, GIZZARD","15,740",7,,,Public,Commercial
1980,"SHARKS, CHONDRICHTHYES (CLASS) **","6,100",3,"3,408","10,584",Public,Commercial
1980,"SHARKS, DOGFISH **","229,400",104,"52,110","161,832",Public,Commercial
1980,"SILVERSIDES, ATHERINIDAE (FAMILY) **","64,300",29,"33,090","102,764",Public,Commercial
1980,"SKATES, RAJIDAE (FAMILY) **","334,200",152,"32,027","99,463",Public,Commercial
1980,"SMELT, RAINBOW",472,0,45,140,Public,Commercial
1980,SPOT,"1,100",0,550,"1,708",Public,Commercial
1980,"SQUID, LONGFIN LOLIGO","2,610,300","1,184","976,580","3,032,857",Public,Commercial
1980,"SQUID, SHORTFIN ILLEX","48,900",22,"3,918","12,168",Public,Commercial
1980,STURGEONS **,"26,523",12,"14,947","46,419",Public,Commercial
1980,SUCKERS **,"15,834",7,"1,747","5,425",Public,Commercial
1980,SUNFISHES **,"8,620",4,"2,107","6,543",Public,Commercial
1980,SWORDFISH,"180,400",82,"541,237","1,680,860",Public,Commercial
1980,TAUTOG,"136,700",62,"31,662","98,329",Public,Commercial
1980,"TILEFISH, GOLDEN","3,198,600","1,451","2,102,931","6,530,842",Public,Commercial
1980,"TOMCOD, ATLANTIC",700,0,102,317,Public,Commercial
1980,"TROUT, BROWN",110,0,,,Public,Commercial
1980,"TROUT, LAKE",356,0,,,Public,Commercial
1980,"TROUT, RAINBOW",16,0,,,Public,Commercial
1980,"TUNA, BIGEYE","3,200",1,"1,175","3,649",Public,Commercial
1980,"TUNA, BLUEFIN","43,600",20,"72,552","225,317",Public,Commercial
1980,"TUNA, LITTLE TUNNY","38,900",18,"11,028","34,248",Public,Commercial
1980,"TUNA, YELLOWFIN","9,700",4,"5,103","15,848",Public,Commercial
1980,"TURTLES, SNAPPING",200,0,79,245,Public,Commercial
1980,WALLEYE,"57,401",26,"42,137","130,860",Public,Commercial
1980,WEAKFISH,"1,593,600",723,"615,750","1,912,267",Public,Commercial
1980,"WHITEFISH, LAKE",3,0,,,Public,Commercial
1980,WINDOWPANE,"16,900",8,"3,212","9,975",Public,Commercial
1981,ALEWIFE,"64,900",29,"9,728","27,636",Public,Commercial
1981,AMBERJACKS **,200,0,80,227,Public,Commercial
1981,"BASS, BLACK SEA","122,800",56,"156,783","445,406",Public,Commercial
1981,"BASS, ROCK","11,260",5,"11,148","31,670",Public,Commercial
1981,"BASS, STRIPED","822,400",373,"1,459,349","4,145,878",Public,Commercial
1981,"BASS, WHITE","20,955",10,"4,719","13,406",Public,Commercial
1981,BLUEFISH,"1,280,100",581,"459,913","1,306,571",Public,Commercial
1981,"BONITO, ATLANTIC","44,600",20,"21,055","59,815",Public,Commercial
1981,"BULLHEAD, BROWN","31,257",14,"15,533","44,128",Public,Commercial
1981,BURBOT,15,0,,,Public,Commercial
1981,"CARP, COMMON","3,833",2,315,895,Public,Commercial
1981,"CATFISH, CHANNEL","5,811",3,"1,340","3,807",Public,Commercial
1981,"CATFISHES-BULLHEADS, OTHER **","1,000",0,200,568,Public,Commercial
1981,CHUBS **,9,0,,,Public,Commercial
1981,"CLAM, QUAHOG, NORTHERN","733,900",333,"2,898,332","8,233,898",Public,Commercial
1981,"CLAM, RAZOR, ATLANTIC","1,200",1,"2,695","7,656",Public,Commercial
1981,"CLAM, SOFT","54,400",25,"95,440","271,136",Public,Commercial
1981,"CLAM, SURF, ATLANTIC","2,287,100","1,037","807,375","2,293,679",Public,Commercial
1981,"CLAMS, QUAHOG, MERCENARIA **","3,853,700","1,748","15,321,267","43,526,327",Public,Commercial
1981,"COD, ATLANTIC","428,400",194,"267,943","761,202",Public,Commercial
1981,"CONCHS, TRUE **","121,900",55,"136,533","387,878",Public,Commercial
1981,"CRAB, ATLANTIC ROCK","5,600",3,"1,120","3,182",Public,Commercial
1981,"CRAB, BLUE","32,900",15,"14,145","40,185",Public,Commercial
1981,"CRAB, JONAH","1,400",1,418,"1,188",Public,Commercial
1981,CRAPPIES **,"1,710",1,806,"2,290",Public,Commercial
1981,"CROAKER, ATLANTIC",200,0,90,256,Public,Commercial
1981,CRUSTACEANS **,"4,300",2,"1,924","5,466",Public,Commercial
1981,CUNNER,200,0,26,74,Public,Commercial
1981,CUSK,300,0,75,213,Public,Commercial
1981,"DRUM, FRESHWATER","9,339",4,204,580,Public,Commercial
1981,"EEL, AMERICAN","436,904",198,"424,531","1,206,054",Public,Commercial
1981,"EEL, CONGER","35,000",16,"9,166","26,040",Public,Commercial
1981,"FLOUNDER, AMERICAN PLAICE","15,400",7,"10,969","31,162",Public,Commercial
1981,"FLOUNDER, SUMMER","1,984,800",900,"1,832,364","5,205,580",Public,Commercial
1981,"FLOUNDER, WINTER","2,101,900",953,"807,635","2,294,417",Public,Commercial
1981,"FLOUNDER, WITCH","40,600",18,"27,166","77,176",Public,Commercial
1981,"FLOUNDER, YELLOWTAIL","1,790,100",812,"914,176","2,597,091",Public,Commercial
1981,GARFISHES **,3,0,,,Public,Commercial
1981,GOLDFISH,100,0,350,994,Public,Commercial
1981,GOOSEFISH,"293,700",133,"179,774","510,722",Public,Commercial
1981,HADDOCK,"101,700",46,"34,532","98,102",Public,Commercial
1981,"HAKE, RED","647,200",294,"152,040","431,932",Public,Commercial
1981,"HAKE, SILVER","3,422,200","1,552","1,082,648","3,075,705",Public,Commercial
1981,"HAKE, WHITE","8,100",4,"2,684","7,625",Public,Commercial
1981,"HALIBUT, ATLANTIC",900,0,"1,498","4,256",Public,Commercial
1981,HARVESTFISHES **,"682,500",310,"373,984","1,062,455",Public,Commercial
1981,"HERRING, ATLANTIC","107,100",49,"14,608","41,500",Public,Commercial
1981,"HERRING, LAKE OR CISCO",2,0,,,Public,Commercial
1981,KINGFISHES **,700,0,277,787,Public,Commercial
1981,"LANCE, AMERICAN SAND","70,800",32,"16,033","45,548",Public,Commercial
1981,"LOBSTER, AMERICAN","890,200",404,"2,593,333","7,367,423",Public,Commercial
1981,"MACKEREL, ATLANTIC","810,700",368,"227,645","646,719",Public,Commercial
1981,"MACKEREL, CHUB",800,0,337,957,Public,Commercial
1981,"MACKEREL, KING AND CERO **",400,0,226,642,Public,Commercial
1981,"MACKEREL, SPANISH",500,0,204,580,Public,Commercial
1981,"MARLIN, WHITE",400,0,225,639,Public,Commercial
1981,MENHADENS **,"533,200",242,"30,103","85,520",Public,Commercial
1981,"MULLET, STRIPED",200,0,74,210,Public,Commercial
1981,MUMMICHOG,100,0,160,455,Public,Commercial
1981,"MUSSEL, SEA","111,900",51,"82,389","234,060",Public,Commercial
1981,"OYSTER, EASTERN","1,635,400",742,"5,870,571","16,677,758",Public,Commercial
1981,"PERCH, WHITE","74,248",34,"31,288","88,887",Public,Commercial
1981,"PERCH, YELLOW","162,362",74,"130,979","372,099",Public,Commercial
1981,PIKES **,379,0,,,Public,Commercial
1981,POLLOCK,"8,600",4,"2,430","6,903",Public,Commercial
1981,PORGIES **,"3,516,800","1,595","1,882,784","5,348,818",Public,Commercial
1981,"PUFFER, NORTHERN","5,400",2,"12,980","36,875",Public,Commercial
1981,"SALMON, CHINOOK",16,0,,,Public,Commercial
1981,"SALMON, COHO",147,0,,,Public,Commercial
1981,"SCALLOP, BAY","244,200",111,"890,585","2,530,071",Public,Commercial
1981,"SCALLOP, SEA","384,800",175,"1,603,523","4,555,463",Public,Commercial
1981,SEAROBINS **,"23,800",11,"3,322","9,438",Public,Commercial
1981,"SHAD, AMERICAN","541,100",245,"150,548","427,693",Public,Commercial
1981,"SHAD, GIZZARD","3,665",2,,,Public,Commercial
1981,"SHARKS, CHONDRICHTHYES (CLASS) **","5,300",2,"2,407","6,838",Public,Commercial
1981,"SHARKS, DOGFISH **","110,400",50,"24,263","68,929",Public,Commercial
1981,"SILVERSIDES, ATHERINIDAE (FAMILY) **","100,600",46,"48,636","138,170",Public,Commercial
1981,"SKATES, RAJIDAE (FAMILY) **","186,000",84,"16,062","45,631",Public,Commercial
1981,"SMELT, RAINBOW",737,0,,,Public,Commercial
1981,"SQUID, LONGFIN LOLIGO","1,725,100",783,"861,373","2,447,082",Public,Commercial
1981,STURGEONS **,"11,600",5,"4,140","11,761",Public,Commercial
1981,SUCKERS **,"14,191",6,,,Public,Commercial
1981,SUNFISHES **,"7,052",3,"2,121","6,026",Public,Commercial
1981,SWORDFISH,"134,900",61,"376,757","1,070,332",Public,Commercial
1981,TAUTOG,"81,400",37,"21,524","61,148",Public,Commercial
1981,"TERRAPIN, DIAMONDBACK",500,0,840,"2,386",Public,Commercial
1981,"TILEFISH, GOLDEN","2,829,700","1,284","2,269,414","6,447,199",Public,Commercial
1981,"TOMCOD, ATLANTIC",100,0,10,28,Public,Commercial
1981,TRIGGERFISHES **,100,0,21,60,Public,Commercial
1981,"TROUT, BROWN",103,0,,,Public,Commercial
1981,"TROUT, LAKE",905,0,,,Public,Commercial
1981,"TROUT, RAINBOW",48,0,,,Public,Commercial
1981,"TUNA, BIGEYE","65,200",30,"67,800","192,614",Public,Commercial
1981,"TUNA, BLUEFIN","126,000",57,"221,785","630,071",Public,Commercial
1981,"TUNA, LITTLE TUNNY","104,500",47,"32,116","91,239",Public,Commercial
1981,"TUNA, YELLOWFIN","75,500",34,"26,755","76,009",Public,Commercial
1981,TUNAS **,400,0,87,247,Public,Commercial
1981,"TURTLES, SNAPPING",800,0,281,798,Public,Commercial
1981,WAHOO,100,0,75,213,Public,Commercial
1981,WALLEYE,"42,097",19,"35,560","101,023",Public,Commercial
1981,WEAKFISH,"1,357,800",616,"736,138","2,091,301",Public,Commercial
1981,"WHITEFISH, LAKE",7,0,,,Public,Commercial
1981,WINDOWPANE,"17,700",8,"3,257","9,253",Public,Commercial
1981,"WOLFFISH, ATLANTIC","1,000",0,172,489,Public,Commercial
